video_id,username,caption,likes,hashtags,date,comment,processed_caption,processed_comment,processed_text
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,Harga diamon FF di tahun 2050☠️,,harga diamon,harga diamon
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,ada yg tau soal Pi gak🥺,,yang ,yang
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,kalau sekarang 1 bitcoin berapa harganya,,bitcoin harganya,bitcoin harganya
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,Gw yg hbis wd30 jt bilek😂🤣🙈,,yang  habis  bilek,yang  habis  bilek
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,Gk minat blas aq udah bersyukur hidup berkecukupan,,minat blas bersyukur hidup berkecukupan,minat blas bersyukur hidup berkecukupan
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,kirain gua penipuan😭 mangkanya langsung gua apus login nya,,kirain saya  penipuan mangkanya langsung saya  apus login nya,kirain saya  penipuan mangkanya langsung saya  apus login nya
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,SINI AKU BACK SMUA AFFILIATE TIKTOK‼️AMANAH,,back semua  affiliate tiktok amanah,back semua  affiliate tiktok amanah
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,Pengen belajar tapi takut,,belajar takut,belajar takut
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,nyesel dulu nukarin 50 bitkoin gua 😭🗿😭😭,,menyesal  nukarin bitkoin saya ,menyesal  nukarin bitkoin saya
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,kalo gen z di 2013 udah paham bitcoin pasti udah akan di beli 🗿,,kalau  gen paham bitcoin beli,kalau  gen paham bitcoin beli
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,bitcoin sekarang 1m njir lah 🗿,,bitcoin njir,bitcoin njir
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"aku punya 22 btc, tapi lupa pw nya😂😭""""""",,btc lupa nya,btc lupa nya
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,kenapa dlu orang tua ku ge beli ya,,dulu  orang tua beli,dulu  orang tua beli
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,apa ya yang akan mahal di 2030?,,mahal,mahal
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,2025 masih wort it kah tolong aku butuh pencerahan karna gak ngerti bitcoin samsek.. 😌😌😌,,wort kah tolong butuh pencerahan karena  ngerti bitcoin samsek,wort kah tolong butuh pencerahan karena  ngerti bitcoin samsek
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,Crypto is something else 😁😁😁,,crypto something else,crypto something else
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"udh lah bro, klau kita orng yg gak punya.. hidup yg dmai"""""""" aja.. gaa judi sma ngutang, aja udh syukur.. bahagia juga gak perlu kaya.. dpat nikmat sehat udh luar biasa itu bro, intinya jngan nbmbah"""""""" msalah 🙏""""""",,bro kalau  orang  yang  hidup yang  dmai saja  gaa judi sma ngutang saja  syukur bahagia kaya dpat nikmat sehat bro intinya nbmbah msalah,bro kalau  orang  yang  hidup yang  dmai saja  gaa judi sma ngutang saja  syukur bahagia kaya dpat nikmat sehat bro intinya nbmbah msalah
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,lah anjir om ku dulu beli itu 17Btc kalo harga sekarang gimana ya klo segitu,,anjir beli btc kalau  harga gimana segitu,anjir beli btc kalau  harga gimana segitu
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"bukan 170M kocak tapi 1,7M""""""",,kocak,kocak
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,beli nya dmna bg,,beli nya dimana  bagi ,beli nya dimana  bagi
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,aku lebih percaya burung terbang di dalam air kawan,,percaya burung terbang air kawan,percaya burung terbang air kawan
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,knp yg muncul yg udah sukses semua knp gk yg bru mrintis,,yang  muncul yang  sukses yang  baru  mrintis,yang  muncul yang  sukses yang  baru  mrintis
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,ronaldo yg harga sewa nya lebih dari itu b aja🥵,,ronaldo yang  harga sewa nya saja ,ronaldo yang  harga sewa nya saja
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,Cara beli bitcoin nyaa dimanaa samaa gimana wajar baru tau?,,beli bitcoin nyaa dimanaa samaa gimana wajar,beli bitcoin nyaa dimanaa samaa gimana wajar
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"bitcoin tu apa, aplikasi kah?""""""",,bitcoin itu  aplikasi kah,bitcoin itu  aplikasi kah
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"jika skrang nilainya tembus 170miliiar,pertanyaan nya emang ada ya yg mau beli skrang??""""""",,sekarang  nilainya tembus miliiar nya memang  yang  beli sekarang ,sekarang  nilainya tembus miliiar nya memang  yang  beli sekarang
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"tahun 2010 gua punya 129 btc, dulu gua gatau kegunaanya buat apaan pas masih bocil, jadi gua tukerin cash PB""""""",,saya  btc saya  tidak tahu kegunaanya pas bocil saya  tukerin cash,saya  btc saya  tidak tahu kegunaanya pas bocil saya  tukerin cash
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,berusaha nyicil btc sampai 2030🤓,,berusaha nyicil btc,berusaha nyicil btc
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,Ini yg suruh beli sama viwersnya ya bng,,yang  suruh beli viwersnya bng,yang  suruh beli viwersnya bng
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,gw dulu punya 500btc gw tuker cash pb semua pas sekarang tau harga 1 nya gw langsung mikir kalo dlu gk gw tuker cash pb mungkin..,,btc tuker cash pas harga nya langsung mikir kalau  dulu  tuker cash,btc tuker cash pas harga nya langsung mikir kalau  dulu  tuker cash
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,gimana si cara beli nya🙏,,gimana beli nya,gimana beli nya
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"aku stay di indodax sudah satu tahun ngga di tengok lagi saldonya , kira2 nambah ngga ya saldonya""""""",,stay indodax tengok saldonya tambah  saldonya,stay indodax tengok saldonya tambah  saldonya
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,dmn beli bitcoin,,dimana  beli bitcoin,dimana  beli bitcoin
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,BUAT BELI 1 BTC HABIS BERAPA?,,beli btc habis,beli btc habis
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"gmna klu orang rame2 beli bitcoin tiba2 era digital di hilangkan""",,bagaimana  kalau  orang ramai  beli bitcoin era digital hilangkan,bagaimana  kalau  orang ramai  beli bitcoin era digital hilangkan
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,real orang paling hoki sedunia,,real orang hoki sedunia,real orang hoki sedunia
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"ada gak kira"""""""" aset yg bakal kyk btc""""""",,aset yang  kayak  btc,aset yang  kayak  btc
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"yaudah skrg pada beli dah sono , gua tandain kalo sukses""""""",,yaudah sekarang  beli sono saya  tandain kalau  sukses,yaudah sekarang  beli sono saya  tandain kalau  sukses
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"orang"""""""" beli bitcoin buat apa si bro?jika mereka ingin untung di bitcoin mengapa mereka membeli dengan harga mahal,maksud gua di apk ini kan kita nyari uang,nah kenapa harus beli dengan harga tinggi?emang bitcoin nya untuk apa selain di jual?""""""",,orang beli bitcoin bro untung bitcoin membeli harga mahal maksud saya  apk cari  uang beli harga memang  bitcoin nya jual,orang beli bitcoin bro untung bitcoin membeli harga mahal maksud saya  apk cari  uang beli harga memang  bitcoin nya jual
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,teman gua ada bitcoin tapi bingung jual dimana 😭,,teman saya  bitcoin bingung jual dimana,teman saya  bitcoin bingung jual dimana
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,hnya gimmic biar trtarik🤣🤣🤣,,gimmic biar trtarik,gimmic biar trtarik
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"bro gw dulu liat di yt dan masi inget jelas ada yg sampe mohon mohon buat di geli btc nya, dan di fb 12 btc tuker cash PB (Point Blank) 1200 atau 10k uang nyata wkwkwk""""""",,bro liat masi ingat  yang  mohon mohon geli btc nya facebook  btc tuker cash point blank uang nyata wkwkwk,bro liat masi ingat  yang  mohon mohon geli btc nya facebook  btc tuker cash point blank uang nyata wkwkwk
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,Jelasin ke gue tolong,,jelasin tolong,jelasin tolong
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,sama aja kalau kita beli emas 100 kilo tahun tahun 2013 ...kalau kita jual 2025 harga milyaran,,saja  beli emas kilo jual harga milyaran,saja  beli emas kilo jual harga milyaran
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,kalo itu di Indonesia pasti bitcoinnya di sita,,kalau  indonesia bitcoinnya sita,kalau  indonesia bitcoinnya sita
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"sampai detik ini , masih gk ngerti , dgn bit coin 😆😆😆""""""",,detik ngerti dengan  bit coin,detik ngerti dengan  bit coin
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"yg di post yg Enak"""""""" mulu.""",,yang  post yang  enak terus ,yang  post yang  enak terus
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,dah paling bener uangnya buat anak yatim piatu atau buat pembangunan mesjid lebih jelas hasilnyaa,,benar  uangnya anak yatim piatu pembangunan mesjid hasilnyaa,benar  uangnya anak yatim piatu pembangunan mesjid hasilnyaa
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,legenda menurut gw itu yg jual bitcoin buat beli 2 pizza🗿,,legenda yang  jual bitcoin beli pizza,legenda yang  jual bitcoin beli pizza
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,dulu kan dibagikan gratis njirr🗿,,dibagikan gratis njirr,dibagikan gratis njirr
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,udah rezeki nya💪,,rezeki nya,rezeki nya
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,harga btc 2013 di angka 100rebuan,,harga btc angka rebuan,harga btc angka rebuan
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,segitu buat apa? buat beli mobil aja tinggal dikit😅,,segitu beli mobil saja  tinggal sedikit ,segitu beli mobil saja  tinggal sedikit
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,yang nyesal jual 10k bit coin untuk beli pizza 🗿,,nyesal jual bit coin beli pizza,nyesal jual bit coin beli pizza
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"@grandsboys🗿:btc itu belinya ga sesulit itukah?dan jalanin bisa tanpa ada ilmu? seakan akan seperti beli emas,gitu ga sih? ajarin bang🙏""""""",,btc belinya sesulit jalanin ilmu seakan beli emas begitu  sih ajarin bang,btc belinya sesulit jalanin ilmu seakan beli emas begitu  sih ajarin bang
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,berpikir kritis lah Nilai itu Ada Di benda fisik Yang Bisa dipakai untuk keberlangsungan hidup,,berpikir kritis nilai benda fisik dipakai keberlangsungan hidup,berpikir kritis nilai benda fisik dipakai keberlangsungan hidup
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"dulu pernah bli btc 10 jt pas harga 800jt, trus pas turun ke 500jt dijual sama saya, dan sekarang malah makin mahal harganya""""""",,beli  btc pas harga terus  pas turun dijual mahal harganya,beli  btc pas harga terus  pas turun dijual mahal harganya
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"beli nya aja ga tw dmn , 😂""""""",,beli nya saja  dimana ,beli nya saja  dimana
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,saya pengen belajar tentang bit coin. tapi apakah tuhan menciptakan manusia dengan takdir dan rejeki yang sama.🤔🤔🤔,,belajar bit coin tuhan menciptakan manusia takdir rejeki,belajar bit coin tuhan menciptakan manusia takdir rejeki
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,infokan signal gacor kang,,infokan signal gacor kang,infokan signal gacor kang
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,belinya gimana,,belinya gimana,belinya gimana
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"bitcoin gak bisa dicairkan """"""",,bitcoin dicairkan,bitcoin dicairkan
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"nyesel dulu ga hold, padahal saya start bitcoin harga 160 jutaan, tau sekarang 1,7 M ga bakal dijual😂""""""",,menyesal  hold start bitcoin harga jutaan dijual,menyesal  hold start bitcoin harga jutaan dijual
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"emng bener di 2013 memang bitcoin pernah menyentuh harga terendah di 1,3jt/coin. kesempatan tidak datang 2x kawan. saya saat itu masih main ethereum bos. ga kuat main BTC""""""",,memang  benar  bitcoin menyentuh harga terendah coin kesempatan kawan main ethereum bos kuat main btc,memang  benar  bitcoin menyentuh harga terendah coin kesempatan kawan main ethereum bos kuat main btc
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,bisa di cairkan kagak tuh 170milyar nya,,cairkan tidak  tuh milyar nya,cairkan tidak  tuh milyar nya
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,nyesel gw ga beli juga dulu 🗿🗿🗿🗿🗿,,menyesal  beli,menyesal  beli
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,ngak bisa di blanjain cuman nilai😁😁😁,,tidak  blanjain nilai,tidak  blanjain nilai
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,harga 1 bitcoin 2010,,harga bitcoin,harga bitcoin
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,gw dlu ada btc malah gw abisin buat beli cash poin blank😭,,dulu  btc abisin beli cash poin blank,dulu  btc abisin beli cash poin blank
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,belum tahu lagi cerita tukang pizza dengan 10.000 btc 🗿,,cerita tukang pizza btc,cerita tukang pizza btc
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,harga bitcoin sekarang brp,,harga bitcoin berapa ,harga bitcoin berapa
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,dulu katanya ya 1 bitcoin 1 dolar?,,bitcoin dolar,bitcoin dolar
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,dulu bitcoin gw tuker pas event pointblank🗿🗿🗿,,bitcoin tuker pas event pointblank,bitcoin tuker pas event pointblank
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"btc itu harganya naik kalo banyak orang yang beli, bener gak sih?""""""",,btc harganya kalau  orang beli benar  sih,btc harganya kalau  orang beli benar  sih
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,saya ada koin pi tp blm bisa digunain,,koin belum  digunain,koin belum  digunain
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,tydk akan tertypu dengen buy dan sale😂,,tydk tertypu dengen buy sale,tydk tertypu dengen buy sale
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,promosi,,promosi,promosi
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"Berlaku untuk yang beli di harga murah, kalo sekarang beli mah cuma jadi tumbal 😂😂""""""",,berlaku beli harga murah kalau  beli mah tumbal,berlaku beli harga murah kalau  beli mah tumbal
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,sayang dulu dindo blm bisa membeli koin tersebut dikarenakan masih minim tekno,,sayang dindo belum  membeli koin minim tekno,sayang dindo belum  membeli koin minim tekno
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,beli bitcoin di aplikasi mana sihh,,beli bitcoin aplikasi sihh,beli bitcoin aplikasi sihh
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,gacor kang,,gacor kang,gacor kang
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,njir seharga kebun sawit bapak mak gw anj,,njir seharga kebun sawit mak anj,njir seharga kebun sawit mak anj
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,yang saya sesali adalah tidak beli bitcoin dari 2019🙏🙏🙏,,sesali beli bitcoin,sesali beli bitcoin
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"Dulu mikir uang tuh buat dihabisin. Sekarang mikir, uang tuh buat dibebasin. Dari gengsi, dari utang, dari stres🥰""""""",,mikir uang tuh dihabisin mikir uang tuh dibebasin gengsi utang stres,mikir uang tuh dihabisin mikir uang tuh dibebasin gengsi utang stres
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,harga bitcoin di 2011 21 rb jirr,,harga bitcoin ribu  jirr,harga bitcoin ribu  jirr
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,setiap aksi akan menimbulkan reaksi,,aksi menimbulkan reaksi,aksi menimbulkan reaksi
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,Oh ini sosok bule yg nyuruh beli btc 😁,,sosok bule yang  suruh  beli btc,sosok bule yang  suruh  beli btc
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,apa beda nambang miningbtc sama nyicil btc tolong jelaskan😌,,beda nambang miningbtc nyicil btc tolong,beda nambang miningbtc nyicil btc tolong
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,kalok kita main crypto apakah kita harus topup dana ya? (bertanya dgn hati lemah lembut),,kalok main crypto topup dana dengan  hati lemah lembut,kalok main crypto topup dana dengan  hati lemah lembut
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,menyesal aku wak gk dengerin dia😭,,menyesal wak dengerin,menyesal wak dengerin
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,dengerin podcast solusi tentang Btc dari ko andrew. . klo gak ada yg berminat gak ada nilainya,,dengerin podcast solusi btc andrew yang  berminat nilainya,dengerin podcast solusi btc andrew yang  berminat nilainya
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,gue beli bit karbu kemarin bang,,beli bit karbu kemarin bang,beli bit karbu kemarin bang
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"jgn terpengaruh""",,terpengaruh,terpengaruh
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,kenapa g tau dri dulu bjir😭mungkin dah gua borong tu btc pas thn2013😂,,dari  bjirmungkin saya  borong itu  btc pas tahun ,dari  bjirmungkin saya  borong itu  btc pas tahun
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"bitcoin itu aset digital langka dan terbatas,supply nya cumn 21 jt BTC diseluruh dunia, 1 bitcoin bisa di pecah hingga 100 jt unit kecil yang disebut satoshi,itu jangka panjang""""""",,bitcoin aset digital langka terbatas supply nya cumn btc diseluruh dunia bitcoin pecah unit satoshi jangka,bitcoin aset digital langka terbatas supply nya cumn btc diseluruh dunia bitcoin pecah unit satoshi jangka
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,"serius tanya harus brp duit ya utk beli ? awal ny, soalny pengen""""""",,serius berapa  duit untuk  beli soalny,serius berapa  duit untuk  beli soalny
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,mending jadi dia daripada korupsi ya kan,,mending korupsi,mending korupsi
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,gw yang baru punya hp ditahun 2022 🗿,,ditahun,ditahun
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,dlu satu 1 usd sekarang 107 usd penyesalan terberat,,dulu  usd usd penyesalan terberat,dulu  usd usd penyesalan terberat
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,KLO mau belajar buka dimana ka,,belajar buka dimana,belajar buka dimana
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,auto jadi miliarder,,auto miliarder,auto miliarder
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,bro tidak menyangka dia akan menjadi triliuner 💀,,bro menyangka triliuner,bro menyangka triliuner
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,bitcoin tuh apa sih bg? ada yang mah jelasin,,bitcoin tuh sih bagi  mah jelasin,bitcoin tuh sih bagi  mah jelasin
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,harga bitcoin,,harga bitcoin,harga bitcoin
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,mungkin bitcoin itu kaya chip di higgs domino,,bitcoin kaya chip higgs domino,bitcoin kaya chip higgs domino
7508357677718801682,cripthomasadepan.to2,,344400.0,,2025-11-09 13:23:51.641446,emang iya ya?perasaan dlu aku di 4-6 jtan 1BTC,,memang  iya perasaan dulu  jtan btc,memang  iya perasaan dulu  jtan btc
